Age,Gender,Job Type,Daily Social Media Time,Social Platform Preference,Number of Notifications,Work Hours per Day,Perceived Productivity Score,Actual Productivity Score,Stress Level,Sleep Hours,Screen Time Before Sleep,Breaks During Work,Uses Focus Apps,Has Digital Wellbeing Enabled,Coffee Consumption per Day,Days Feeling Burnout per Month,Weekly Offline Hours,Job Satisfaction Score
20.0,Male,Education,0.67,TikTok,56.0,6.33,8.24,6.8,5.0,6.11,1.82,2.0,False,True,3.0,17.0,3.72,8.28
38.0,Male,Student,2.07,Facebook,51.0,9.93,3.54,3.18,3.0,5.01,0.71,0.0,False,True,2.0,12.0,12.17,4.1
54.0,Male,Education,4.94,TikTok,54.0,6.9,2.51,1.72,1.0,5.04,0.02,7.0,False,False,2.0,5.0,4.42,3.27
33.0,Male,Finance,0.0,Facebook,74.0,7.38,8.76,8.06,8.0,5.74,1.05,9.0,False,True,3.0,8.0,8.41,9.36
65.0,Female,Unemployed,5.52,Instagram,72.0,7.01,7.65,6.52,8.0,6.34,1.85,0.0,False,True,0.0,20.0,28.79,3.46
30.0,Male,Finance,3.54,Telegram,57.0,6.87,7.33,6.57,2.0,6.82,1.4,0.0,False,True,4.0,24.0,17.1,7.31
21.0,Male,Health,0.49,Instagram,60.0,8.3,4.6,3.74,7.0,6.35,1.44,3.0,True,False,3.0,18.0,0.0,4.65
26.0,Male,Student,0.93,Instagram,76.0,5.1,6.3,5.44,5.0,6.46,0.1,2.0,True,False,2.0,6.0,22.37,3.61
65.0,Male,Student,1.78,TikTok,67.0,6.27,6.55,5.99,9.0,8.84,1.31,10.0,False,False,1.0,19.0,2.8,7.47
42.0,Female,Finance,5.37,Twitter,48.0,9.62,6.34,5.12,9.0,4.97,0.96,8.0,False,False,0.0,18.0,0.0,4.56
58.0,Male,Finance,4.43,Telegram,63.0,6.33,6.03,6.21,9.0,7.13,0.18,1.0,True,False,2.0,31.0,14.24,5.49
46.0,Female,Health,3.42,Telegram,61.0,3.74,6.32,5.88,5.0,6.11,0.86,3.0,True,False,3.0,25.0,10.27,7.42
57.0,Male,Finance,2.39,Instagram,62.0,7.88,7.53,7.51,7.0,5.0,1.55,1.0,False,True,0.0,31.0,14.24,9.3
53.0,Male,Health,4.58,Twitter,69.0,8.15,2.16,1.47,6.0,3.18,1.7,3.0,True,False,3.0,27.0,7.39,1.54
37.0,Male,Health,4.29,TikTok,62.0,7.51,3.65,2.66,4.0,4.6,1.15,6.0,False,True,2.0,11.0,14.67,3.45
35.0,Male,Education,7.42,Twitter,48.0,7.28,6.51,5.5,8.0,7.51,0.55,10.0,False,False,2.0,7.0,14.83,5.75
18.0,Male,IT,14.62,Facebook,55.0,6.5,8.14,7.35,10.0,7.8,0.71,7.0,False,False,2.0,21.0,3.07,7.0
36.0,Female,Unemployed,0.0,TikTok,53.0,7.01,7.36,6.92,2.0,6.89,1.04,7.0,False,False,3.0,27.0,5.36,7.45
40.0,Male,Finance,0.08,Facebook,57.0,4.47,3.39,3.95,1.0,6.09,2.4,7.0,False,True,1.0,0.0,8.86,5.17
43.0,Female,Education,4.0,Facebook,71.0,6.85,4.43,4.62,7.0,9.09,0.04,7.0,True,True,2.0,31.0,0.0,3.53
19.0,Male,Unemployed,2.79,TikTok,64.0,6.36,7.42,7.29,9.0,7.41,1.94,6.0,False,False,1.0,13.0,15.24,7.57
23.0,Female,Finance,2.55,Facebook,59.0,6.61,3.41,3.49,4.0,6.6,1.18,10.0,False,True,1.0,6.0,15.89,4.96
48.0,Male,Student,4.4,Facebook,69.0,9.31,6.09,5.37,2.0,4.65,1.71,7.0,False,False,0.0,30.0,8.56,6.6
57.0,Male,Unemployed,4.04,TikTok,57.0,4.65,2.04,2.31,5.0,5.56,0.0,2.0,False,False,2.0,0.0,0.0,1.25
47.0,Female,IT,1.99,Twitter,65.0,3.74,4.89,5.4,10.0,7.55,1.55,6.0,False,False,4.0,10.0,5.09,5.01
38.0,Male,Health,1.82,Twitter,58.0,8.1,5.16,4.89,10.0,6.1,0.92,9.0,False,False,1.0,18.0,0.0,5.95
58.0,Male,Education,1.94,Telegram,57.0,6.99,3.53,3.35,2.0,3.42,0.69,2.0,False,False,2.0,20.0,15.83,0.79
40.0,Female,Finance,2.64,Twitter,55.0,7.0,6.61,6.24,3.0,7.81,0.45,7.0,False,False,5.0,31.0,0.91,5.31
45.0,Male,Finance,4.07,Facebook,58.0,7.5,5.66,4.78,1.0,6.81,0.73,7.0,False,False,2.0,29.0,4.18,6.01
42.0,Female,Student,0.34,Telegram,57.0,5.87,7.21,6.98,3.0,6.41,1.8,8.0,False,False,4.0,29.0,8.17,7.35
24.0,Female,Finance,5.09,Twitter,45.0,7.96,3.47,2.99,3.0,7.36,1.16,1.0,False,False,2.0,1.0,7.63,2.65
35.0,Male,Student,3.82,Twitter,62.0,7.47,8.79,7.21,5.0,3.77,2.72,3.0,False,False,1.0,30.0,7.37,5.87
37.0,Male,IT,5.25,TikTok,65.0,6.09,2.11,2.59,3.0,6.11,0.57,5.0,False,False,3.0,26.0,13.02,3.69
22.0,Female,Health,0.0,TikTok,57.0,3.52,6.49,6.56,10.0,9.92,0.5,1.0,False,False,1.0,13.0,16.47,6.73
50.0,Female,Health,2.68,Twitter,55.0,5.52,2.8,2.11,1.0,6.88,1.29,1.0,False,True,0.0,21.0,4.25,2.24
52.0,Male,Student,4.59,TikTok,60.0,4.71,6.93,6.29,3.0,7.4,1.76,4.0,False,False,1.0,26.0,0.0,7.7
63.0,Female,Unemployed,2.85,Telegram,66.0,5.02,5.94,5.29,5.0,8.74,1.74,10.0,False,False,2.0,15.0,6.97,5.59
18.0,Female,Health,2.05,Twitter,46.0,7.66,6.47,6.39,6.0,5.28,2.68,4.0,False,False,3.0,30.0,5.66,7.86
38.0,Female,Student,0.0,Instagram,62.0,5.19,6.2,5.34,3.0,7.27,0.68,3.0,False,False,7.0,14.0,12.66,4.58
25.0,Female,Education,3.04,TikTok,60.0,5.89,3.84,4.2,9.0,7.27,2.21,2.0,False,False,0.0,8.0,13.9,5.13
24.0,Female,IT,0.0,TikTok,64.0,6.67,7.52,6.7,6.0,7.45,0.0,1.0,False,False,2.0,28.0,2.13,7.59
61.0,Male,Health,3.54,TikTok,61.0,4.63,8.67,8.43,10.0,5.7,0.99,5.0,True,False,3.0,0.0,9.78,9.24
57.0,Female,IT,3.26,TikTok,67.0,7.1,4.14,4.55,2.0,7.07,0.14,3.0,False,False,2.0,1.0,9.28,4.06
52.0,Female,Finance,4.02,Telegram,72.0,5.14,2.06,1.69,5.0,6.34,1.83,5.0,False,False,1.0,17.0,14.31,2.58
25.0,Female,Unemployed,6.39,Instagram,63.0,10.01,6.75,7.23,3.0,4.83,1.69,4.0,True,False,0.0,2.0,8.39,8.35
55.0,Female,IT,0.59,TikTok,54.0,10.11,6.35,5.19,6.0,6.23,0.06,1.0,False,True,3.0,15.0,12.39,5.41
21.0,Male,IT,3.55,Instagram,43.0,5.08,7.14,6.91,6.0,7.27,1.05,2.0,False,False,1.0,5.0,7.01,7.9
38.0,Female,Health,0.0,TikTok,64.0,7.52,2.63,2.43,6.0,5.98,0.94,2.0,False,False,6.0,22.0,6.26,3.21
26.0,Male,Health,0.0,TikTok,50.0,6.77,5.6,4.69,7.0,7.05,1.6,4.0,False,False,0.0,26.0,7.57,5.94
62.0,Female,Health,4.45,Telegram,61.0,6.9,3.42,2.82,4.0,9.09,1.23,3.0,False,False,0.0,17.0,2.73,4.27
58.0,Male,IT,1.86,Twitter,50.0,5.75,7.06,6.29,5.0,6.49,0.0,9.0,True,True,4.0,16.0,14.04,5.05
41.0,Male,Education,1.32,Instagram,48.0,5.43,7.89,6.64,5.0,7.35,0.34,5.0,False,False,2.0,17.0,0.94,5.66
36.0,Male,Education,2.52,Twitter,59.0,4.06,6.52,5.6,2.0,7.83,0.72,1.0,False,True,3.0,10.0,6.24,3.73
47.0,Female,Student,3.26,Instagram,70.0,9.37,7.74,6.47,1.0,5.01,0.66,5.0,False,False,1.0,6.0,18.1,5.63
33.0,Female,IT,2.26,TikTok,54.0,3.41,7.13,6.28,10.0,8.9,1.63,6.0,False,False,3.0,16.0,14.65,5.36
41.0,Female,Unemployed,3.38,Instagram,37.0,6.18,2.5,1.49,8.0,6.17,1.02,4.0,False,False,3.0,23.0,7.93,1.36
30.0,Female,Finance,0.7,TikTok,47.0,7.2,5.08,3.66,8.0,4.65,1.1,1.0,False,True,1.0,11.0,16.35,2.63
40.0,Male,IT,2.7,Instagram,53.0,10.4,3.71,2.74,3.0,5.39,0.48,5.0,False,False,3.0,8.0,20.01,3.4
34.0,Female,Unemployed,2.14,TikTok,61.0,4.38,7.25,7.69,2.0,7.19,1.5,7.0,False,False,1.0,4.0,0.0,7.58
20.0,Male,Unemployed,4.3,TikTok,36.0,9.98,6.8,5.22,5.0,5.84,1.8,7.0,False,False,1.0,12.0,0.0,4.19
43.0,Female,Student,5.13,Twitter,59.0,6.34,2.79,2.71,7.0,10.0,0.62,3.0,False,False,3.0,19.0,2.41,1.71
30.0,Female,Health,5.29,Instagram,76.0,5.94,7.05,6.65,9.0,7.25,1.43,3.0,True,False,1.0,24.0,10.35,4.87
61.0,Female,IT,3.49,Instagram,53.0,6.01,7.46,6.58,4.0,4.92,2.19,9.0,False,False,3.0,23.0,21.23,7.41
39.0,Female,Education,0.72,TikTok,81.0,9.31,3.66,2.85,1.0,4.87,1.12,6.0,False,False,7.0,1.0,16.7,4.19
38.0,Male,IT,3.76,Instagram,51.0,7.62,2.25,2.8,9.0,7.29,0.57,6.0,True,False,0.0,16.0,5.21,2.56
46.0,Male,IT,4.43,Telegram,68.0,6.29,8.67,7.88,5.0,4.19,0.87,0.0,False,False,2.0,10.0,3.38,7.06
56.0,Male,Education,5.36,Facebook,69.0,4.56,2.32,2.49,4.0,5.92,1.14,0.0,False,False,4.0,1.0,8.74,2.71
31.0,Female,IT,3.44,Facebook,70.0,10.48,5.99,5.17,8.0,6.82,0.02,0.0,False,True,2.0,27.0,25.6,5.04
35.0,Female,Education,0.65,Telegram,48.0,6.75,4.95,4.94,2.0,7.14,1.31,5.0,False,False,0.0,0.0,8.12,4.7
21.0,Male,IT,4.22,Facebook,77.0,7.68,2.45,2.12,9.0,8.52,0.81,2.0,False,True,2.0,9.0,9.0,2.19
56.0,Female,Education,2.97,TikTok,60.0,6.15,5.05,4.95,6.0,6.08,0.2,9.0,False,True,3.0,5.0,19.1,6.29
53.0,Male,Student,3.61,Instagram,64.0,6.41,3.89,3.49,10.0,6.36,0.14,5.0,False,False,4.0,11.0,0.0,2.89
62.0,Female,Education,2.21,Twitter,78.0,9.88,8.78,7.95,3.0,5.93,0.0,10.0,False,False,6.0,1.0,14.84,8.01
21.0,Male,Health,1.84,TikTok,53.0,5.2,3.21,3.34,1.0,5.92,0.25,4.0,False,False,2.0,17.0,14.46,1.96
52.0,Male,IT,1.68,Twitter,56.0,4.89,3.85,3.51,4.0,3.95,2.42,2.0,True,False,5.0,26.0,13.62,4.15
25.0,Female,Student,1.44,Instagram,63.0,5.09,7.83,7.31,5.0,4.97,2.1,2.0,False,False,1.0,16.0,12.38,7.48
57.0,Male,Unemployed,0.73,Facebook,52.0,4.4,8.81,8.4,7.0,7.13,1.52,1.0,False,False,3.0,19.0,0.64,8.61
64.0,Male,Education,7.04,TikTok,52.0,7.14,4.57,3.86,8.0,5.97,0.91,0.0,True,False,4.0,7.0,7.94,3.78
39.0,Male,Education,1.76,Facebook,59.0,5.02,7.11,6.38,8.0,3.0,0.88,2.0,True,False,1.0,31.0,4.77,6.84
56.0,Female,Education,6.54,Facebook,55.0,5.94,3.63,3.08,2.0,6.74,1.44,9.0,False,False,0.0,31.0,8.73,1.99
63.0,Male,Student,1.4,Telegram,66.0,5.84,3.61,2.84,1.0,5.24,1.33,1.0,False,False,2.0,14.0,10.83,2.98
35.0,Female,Education,2.05,Instagram,50.0,8.95,8.42,8.04,10.0,7.69,1.13,6.0,True,False,3.0,25.0,13.02,7.48
29.0,Male,Finance,8.13,Facebook,55.0,5.46,6.85,6.54,6.0,5.35,0.47,9.0,False,False,3.0,23.0,13.61,6.92
18.0,Male,IT,3.8,Telegram,59.0,6.22,6.79,6.29,5.0,5.98,0.76,4.0,False,False,3.0,28.0,13.92,7.33
64.0,Female,Student,0.03,Twitter,47.0,6.18,4.82,3.76,9.0,6.42,1.26,3.0,False,True,2.0,9.0,9.69,4.54
44.0,Male,Health,2.35,Telegram,68.0,9.24,5.58,5.54,2.0,5.29,2.34,6.0,False,False,1.0,3.0,4.21,6.75
33.0,Female,Health,1.47,TikTok,54.0,3.0,7.08,6.12,10.0,7.27,1.22,3.0,False,True,3.0,14.0,8.6,6.96
38.0,Female,Education,0.98,Facebook,69.0,5.07,7.28,6.45,5.0,4.64,1.41,8.0,False,False,0.0,10.0,7.7,6.18
46.0,Male,Education,2.72,Facebook,60.0,11.74,2.01,1.31,4.0,5.01,0.17,1.0,False,True,2.0,18.0,8.69,0.97
29.0,Male,Student,0.83,Twitter,52.0,6.5,5.59,4.98,4.0,7.23,1.46,9.0,False,True,3.0,24.0,13.94,5.03
45.0,Female,Health,0.19,TikTok,63.0,8.36,3.2,3.79,6.0,6.71,0.26,6.0,False,False,1.0,23.0,11.38,3.48
56.0,Female,Education,1.49,Telegram,72.0,5.01,6.68,6.23,2.0,3.59,1.3,2.0,False,False,1.0,29.0,10.91,5.72
54.0,Female,Finance,4.25,Telegram,64.0,3.81,5.8,4.95,4.0,8.44,0.85,5.0,False,False,1.0,7.0,0.0,4.2
48.0,Female,Finance,3.5,Facebook,64.0,7.63,8.73,7.71,8.0,7.53,1.72,2.0,False,False,2.0,18.0,13.82,8.24
48.0,Female,IT,3.31,Facebook,53.0,6.3,6.22,4.57,5.0,6.76,0.7,0.0,False,False,6.0,12.0,10.27,3.26
50.0,Female,Unemployed,6.36,Instagram,56.0,6.55,7.73,6.27,10.0,4.67,0.08,1.0,False,False,3.0,9.0,11.24,6.85
64.0,Female,IT,1.77,TikTok,63.0,5.56,2.78,3.13,2.0,5.11,2.07,6.0,True,True,2.0,23.0,0.0,2.72
57.0,Male,Health,3.68,TikTok,61.0,7.59,7.35,6.27,6.0,6.69,1.26,3.0,False,False,2.0,0.0,2.85,6.22
28.0,Female,Education,5.03,TikTok,52.0,5.35,4.69,4.06,1.0,6.94,1.15,8.0,True,True,1.0,22.0,9.15,1.71
46.0,Female,Education,0.0,TikTok,62.0,5.43,3.09,2.29,4.0,4.54,0.51,2.0,False,False,2.0,9.0,10.92,1.69
30.0,Male,Education,3.46,Instagram,75.0,10.6,3.3,3.52,2.0,6.85,1.05,6.0,False,False,1.0,23.0,5.82,3.43
36.0,Male,Education,3.64,Telegram,64.0,6.38,2.69,3.96,8.0,6.15,1.07,3.0,False,False,1.0,27.0,12.1,5.12
53.0,Male,Health,2.78,Telegram,68.0,6.01,8.7,7.61,1.0,4.52,2.25,5.0,False,False,2.0,28.0,10.0,8.07
21.0,Female,Finance,0.21,Instagram,78.0,7.63,7.58,6.12,4.0,8.28,1.81,6.0,False,False,2.0,30.0,22.86,7.49
55.0,Male,Education,1.85,Instagram,64.0,4.34,2.48,2.14,3.0,4.32,1.21,5.0,True,False,1.0,26.0,6.38,2.55
54.0,Female,Student,0.95,Twitter,55.0,7.05,6.02,6.16,2.0,6.53,1.52,9.0,False,False,2.0,5.0,16.02,6.27
60.0,Male,Student,4.54,Telegram,60.0,7.45,7.56,7.55,10.0,7.21,1.37,8.0,False,False,1.0,11.0,7.05,8.21
58.0,Male,IT,3.27,TikTok,67.0,4.89,6.26,5.49,5.0,6.4,0.53,9.0,False,False,5.0,30.0,31.67,5.3
46.0,Male,Health,1.88,Twitter,62.0,10.06,4.92,4.16,7.0,5.98,0.99,9.0,False,False,3.0,27.0,19.71,4.36
46.0,Female,Student,5.52,Facebook,63.0,8.96,7.92,7.84,8.0,5.23,1.02,7.0,True,False,3.0,21.0,1.81,8.63
52.0,Male,IT,0.0,Twitter,72.0,7.3,4.87,4.68,2.0,6.46,0.0,3.0,False,True,0.0,3.0,21.31,5.09
34.0,Female,Education,1.84,TikTok,63.0,8.84,8.34,7.67,2.0,7.68,0.99,4.0,False,False,1.0,3.0,0.0,8.63
29.0,Male,Education,5.32,Facebook,53.0,9.27,8.51,7.95,1.0,6.62,0.25,7.0,False,True,2.0,22.0,10.08,7.83
35.0,Male,IT,4.71,TikTok,63.0,8.08,2.73,3.1,4.0,8.24,0.77,0.0,False,False,0.0,9.0,9.57,3.43
47.0,Male,Education,4.86,Facebook,52.0,7.91,6.77,5.68,7.0,6.47,1.49,10.0,False,True,4.0,31.0,36.36,6.93
25.0,Female,Unemployed,0.74,Telegram,60.0,5.88,5.37,4.78,1.0,7.1,1.02,9.0,False,False,4.0,15.0,9.52,4.68
58.0,Male,Health,3.75,Instagram,49.0,9.2,6.48,5.46,10.0,8.54,1.62,8.0,False,False,2.0,25.0,2.28,6.42
48.0,Female,Student,4.76,Facebook,63.0,10.32,3.94,3.73,6.0,5.57,0.34,9.0,True,True,1.0,8.0,24.18,6.25
23.0,Male,Unemployed,2.23,Telegram,58.0,7.07,3.67,2.55,10.0,6.1,0.71,10.0,False,False,8.0,4.0,10.49,3.84
24.0,Female,IT,4.09,TikTok,59.0,9.26,4.78,4.19,1.0,4.9,0.32,6.0,True,False,3.0,28.0,8.54,4.43
41.0,Female,Health,3.46,TikTok,74.0,8.27,7.82,7.89,1.0,7.55,0.98,6.0,True,False,1.0,28.0,0.0,7.54
44.0,Male,Student,5.47,Instagram,55.0,5.19,5.36,5.62,2.0,6.02,1.06,0.0,False,False,0.0,5.0,0.0,4.95
46.0,Female,Student,0.43,TikTok,61.0,2.17,7.49,6.78,6.0,4.79,1.31,0.0,True,False,3.0,29.0,13.3,7.11
56.0,Female,IT,3.27,Instagram,61.0,4.24,7.07,5.67,7.0,6.41,1.43,6.0,True,True,4.0,20.0,19.42,6.11
46.0,Female,Health,5.98,Facebook,52.0,12.0,7.72,7.14,6.0,3.09,1.61,0.0,False,False,2.0,8.0,5.78,8.59
53.0,Female,IT,1.84,Instagram,56.0,4.77,5.23,3.88,5.0,5.5,2.8,0.0,False,False,1.0,28.0,24.63,2.32
47.0,Female,Health,2.77,Facebook,49.0,3.42,8.96,8.22,3.0,6.9,1.62,2.0,False,False,1.0,29.0,11.78,8.79
45.0,Male,Finance,3.15,Telegram,65.0,9.08,4.11,3.75,7.0,6.28,0.53,3.0,True,False,2.0,1.0,4.59,5.18
40.0,Female,IT,1.81,Twitter,54.0,9.78,6.83,5.63,5.0,5.63,1.99,7.0,False,False,1.0,18.0,10.3,5.59
21.0,Female,Unemployed,3.97,Facebook,60.0,6.24,5.11,4.55,8.0,8.31,0.0,5.0,True,True,3.0,11.0,7.84,3.69
29.0,Female,Health,2.65,Instagram,66.0,5.77,7.77,6.84,10.0,6.17,0.75,10.0,True,False,0.0,16.0,12.72,5.38
46.0,Male,Health,0.0,Telegram,69.0,4.48,5.22,4.85,3.0,7.38,1.08,6.0,False,True,2.0,6.0,0.0,4.79
48.0,Female,Unemployed,2.09,Twitter,65.0,7.87,6.61,5.56,2.0,7.39,0.88,10.0,False,False,2.0,11.0,1.24,4.75
24.0,Male,Unemployed,1.52,TikTok,64.0,6.28,5.55,5.82,6.0,9.94,1.53,9.0,False,False,2.0,26.0,0.0,5.31
30.0,Male,Student,4.85,Instagram,72.0,9.67,4.88,4.12,2.0,7.95,0.9,0.0,False,True,2.0,28.0,0.98,4.64
19.0,Female,Student,0.0,Instagram,61.0,8.29,7.52,7.05,9.0,7.64,0.37,3.0,True,True,5.0,6.0,5.54,7.02
50.0,Female,IT,2.38,Twitter,63.0,7.08,7.05,6.16,5.0,7.26,1.02,2.0,False,False,1.0,14.0,11.78,6.76
24.0,Male,Health,2.78,TikTok,63.0,8.26,4.52,4.18,7.0,8.6,0.0,10.0,False,False,2.0,1.0,21.35,4.86
35.0,Male,Student,1.71,Telegram,59.0,8.62,6.63,5.97,10.0,6.37,1.12,6.0,True,False,2.0,7.0,6.6,6.19
60.0,Male,Student,3.19,Twitter,51.0,6.78,2.05,1.51,8.0,6.17,1.75,8.0,True,False,4.0,31.0,19.67,2.28
47.0,Male,IT,3.64,Facebook,56.0,6.66,5.14,3.72,9.0,5.33,0.54,0.0,False,False,1.0,28.0,1.34,3.44
26.0,Female,Education,4.35,TikTok,53.0,8.4,4.06,3.74,4.0,4.29,0.16,5.0,False,True,4.0,26.0,13.46,2.89
56.0,Female,IT,2.19,Instagram,64.0,8.76,2.85,2.49,5.0,5.13,1.3,7.0,False,False,2.0,13.0,10.04,3.21
34.0,Female,Unemployed,3.84,Instagram,51.0,6.87,2.69,1.94,9.0,3.0,1.98,4.0,False,False,5.0,18.0,17.7,0.89
28.0,Male,Unemployed,2.27,Instagram,64.0,5.11,4.44,4.12,8.0,9.88,1.08,4.0,False,True,1.0,26.0,19.69,4.34
19.0,Female,Student,5.57,Facebook,66.0,6.62,3.59,3.07,6.0,5.74,0.11,9.0,True,False,1.0,16.0,18.1,2.57
40.0,Female,Student,1.26,Instagram,60.0,7.19,6.43,6.59,5.0,5.06,0.56,6.0,False,False,4.0,21.0,20.54,7.02
29.0,Male,IT,5.96,Facebook,70.0,6.74,2.33,2.15,3.0,4.69,1.94,5.0,False,False,2.0,17.0,11.1,1.29
26.0,Male,Health,0.0,TikTok,63.0,8.76,6.35,6.21,4.0,6.49,0.73,2.0,False,False,1.0,28.0,13.73,6.06
22.0,Male,Education,3.23,Instagram,58.0,5.23,5.22,3.74,10.0,5.73,1.08,9.0,False,False,1.0,13.0,10.79,4.68
24.0,Male,IT,5.83,Instagram,64.0,4.73,6.2,5.49,1.0,3.26,0.84,0.0,False,False,2.0,31.0,22.25,7.04
46.0,Male,Education,4.51,TikTok,57.0,6.32,3.97,3.53,5.0,6.82,0.61,2.0,False,False,0.0,2.0,16.1,2.9
50.0,Female,Health,4.41,Telegram,58.0,4.54,6.5,6.03,9.0,4.66,0.5,1.0,False,False,3.0,9.0,27.22,5.39
42.0,Female,Education,2.16,Instagram,56.0,2.59,4.52,4.51,7.0,7.36,0.54,1.0,True,False,1.0,29.0,3.58,2.59
22.0,Female,Education,0.87,Facebook,53.0,9.22,4.93,4.15,3.0,5.95,1.58,4.0,True,False,1.0,24.0,7.96,5.54
55.0,Female,Health,4.36,TikTok,68.0,6.57,5.83,4.77,10.0,9.21,0.0,7.0,True,False,1.0,25.0,12.16,4.56
28.0,Male,Education,5.85,TikTok,66.0,7.84,8.13,6.15,1.0,6.23,0.68,7.0,False,False,3.0,30.0,5.61,7.39
49.0,Male,Health,1.27,Telegram,81.0,7.83,3.22,2.22,10.0,4.03,1.54,5.0,False,False,2.0,23.0,12.97,2.85
25.0,Female,Unemployed,2.44,Instagram,57.0,10.28,4.27,3.06,1.0,7.02,0.36,6.0,False,False,1.0,25.0,12.63,6.55
37.0,Male,Finance,4.58,Instagram,64.0,7.03,4.92,4.28,3.0,8.87,0.94,6.0,True,True,0.0,26.0,0.0,4.49
64.0,Female,IT,1.76,Facebook,65.0,9.0,7.75,6.19,3.0,7.04,0.47,0.0,False,False,2.0,15.0,10.31,5.92
38.0,Male,IT,4.57,TikTok,59.0,4.08,8.91,8.41,7.0,5.81,0.59,8.0,False,False,3.0,5.0,0.0,8.59
32.0,Female,Health,5.19,Instagram,56.0,8.72,5.85,5.09,1.0,9.45,0.76,0.0,False,True,5.0,2.0,1.85,5.42
60.0,Female,Student,2.16,TikTok,60.0,6.27,2.77,2.51,4.0,6.95,0.63,2.0,False,False,2.0,4.0,0.0,0.88
52.0,Female,Finance,5.58,Telegram,45.0,4.3,6.49,4.92,5.0,8.27,1.1,7.0,False,True,1.0,17.0,18.37,3.94
27.0,Female,Education,5.01,Twitter,72.0,7.51,7.73,7.28,8.0,8.0,0.3,9.0,False,False,2.0,4.0,4.56,6.13
37.0,Male,Student,2.05,Facebook,64.0,9.18,6.38,5.08,10.0,6.35,0.55,10.0,True,False,0.0,15.0,19.48,6.44
18.0,Male,Student,4.36,Facebook,56.0,8.11,2.73,1.64,3.0,4.55,1.19,9.0,False,True,4.0,26.0,4.65,2.73
23.0,Female,Finance,3.39,Facebook,54.0,7.46,4.62,4.39,7.0,4.95,1.16,6.0,False,False,3.0,20.0,1.38,4.71
63.0,Female,IT,5.25,Telegram,58.0,6.92,2.58,2.4,2.0,7.24,1.2,2.0,False,True,1.0,25.0,15.01,1.99
55.0,Male,IT,1.54,Telegram,54.0,3.95,7.86,7.03,10.0,3.85,1.44,1.0,False,False,1.0,26.0,8.17,6.57
20.0,Female,Finance,3.85,Instagram,59.0,6.07,4.35,4.36,5.0,4.7,0.21,4.0,False,True,4.0,11.0,15.56,4.1
53.0,Female,Health,2.63,Instagram,42.0,6.01,2.87,1.64,8.0,6.69,0.62,2.0,False,False,1.0,29.0,10.57,2.1
32.0,Male,IT,4.87,Twitter,54.0,7.22,7.24,6.8,2.0,7.43,2.26,0.0,False,False,0.0,27.0,20.11,6.76
60.0,Female,Health,2.0,TikTok,57.0,5.71,4.88,4.62,2.0,6.09,2.07,1.0,False,False,2.0,30.0,12.55,4.05
22.0,Male,Education,7.2,TikTok,60.0,6.89,7.43,5.95,7.0,6.2,1.37,0.0,False,False,2.0,26.0,0.0,6.79
38.0,Female,Finance,2.12,Facebook,57.0,10.55,6.04,4.64,10.0,6.26,1.32,4.0,True,False,2.0,3.0,10.0,3.69
48.0,Female,Finance,3.26,TikTok,60.0,7.21,5.04,4.01,2.0,5.18,0.34,8.0,True,False,0.0,10.0,24.87,3.07
24.0,Female,Finance,2.82,Facebook,58.0,7.84,7.37,7.16,9.0,7.48,0.65,4.0,True,False,2.0,12.0,1.81,7.72
44.0,Male,Unemployed,3.94,Telegram,62.0,8.04,2.06,1.4,9.0,10.0,0.89,1.0,False,False,2.0,14.0,17.43,2.03
41.0,Female,IT,2.17,Instagram,66.0,7.32,8.48,7.45,7.0,6.81,2.4,4.0,False,False,1.0,20.0,8.62,6.8
36.0,Male,Health,3.2,TikTok,56.0,5.56,8.98,7.72,1.0,5.52,1.94,7.0,False,False,0.0,10.0,9.8,7.16
58.0,Male,Finance,3.28,Telegram,45.0,7.08,2.49,2.41,5.0,5.62,0.82,2.0,True,False,2.0,28.0,1.79,4.4
39.0,Male,Finance,2.32,Instagram,77.0,6.69,2.66,2.42,5.0,8.37,1.02,4.0,True,False,2.0,22.0,18.14,0.0
23.0,Female,Health,3.02,TikTok,60.0,9.73,8.94,7.84,9.0,3.16,1.17,6.0,False,False,0.0,17.0,0.0,8.57
27.0,Male,Health,3.05,TikTok,63.0,9.06,3.43,2.55,9.0,5.13,0.5,4.0,True,False,3.0,31.0,2.97,2.6
62.0,Female,Student,5.68,TikTok,61.0,9.55,6.3,4.65,7.0,8.14,0.69,2.0,False,False,1.0,5.0,10.6,5.26
43.0,Male,IT,1.23,Instagram,56.0,10.14,5.22,4.31,6.0,5.48,1.7,7.0,True,False,4.0,4.0,16.13,3.26
22.0,Male,Health,1.06,Facebook,62.0,8.2,6.98,6.35,8.0,6.26,0.74,5.0,True,False,1.0,4.0,18.54,8.08
39.0,Female,Finance,1.87,Instagram,50.0,6.71,6.47,5.18,4.0,5.59,1.5,10.0,False,False,4.0,4.0,27.1,5.8
21.0,Male,Unemployed,0.88,Telegram,60.0,5.7,8.73,7.66,4.0,4.76,0.39,8.0,False,False,2.0,7.0,14.74,6.49
24.0,Female,Health,4.71,Facebook,63.0,7.62,3.85,2.55,7.0,7.65,0.46,9.0,True,False,2.0,12.0,18.99,1.83
34.0,Male,Health,2.2,Twitter,55.0,9.7,8.12,7.32,2.0,8.71,0.77,4.0,False,False,1.0,13.0,14.7,8.03
